,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated_Duration,BounceRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep
1304,2,18.0,0,0.0,756.3333333,0.0125,29.24325,0.0,2,10,3,1,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1306,2,52.0,0,0.0,427.0833333,0.026388889,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1307,0,0.0,0,0.0,31.0,0.0,0.0,0.0,Other,2,3,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1309,0,0.0,0,0.0,151.5,0.0,0.0,0.0,Other,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1310,2,18.33333333,0,0.0,1387.606061,0.005263158,0.0,0.0,2,2,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1311,5,106.0,0,0.0,1418.0,0.0,0.0,0.0,2,2,3,2,Other,False,False,0,0,0,0,1,0,0,0,0
1312,6,91.88888889,0,0.0,437.2222222,0.028571429,0.0,0.0,Other,2,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1313,3,18.0,0,0.0,411.5,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1314,2,36.0,0,0.0,142.0,0.0,0.0,0.0,Other,2,Other,8,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1315,0,0.0,1,28.0,474.6666667,0.0,33.41,0.0,2,2,1,6,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1316,2,17.0,0,0.0,1415.625,0.012698413,32.578313,0.0,Other,3,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1317,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1318,7,139.5,0,0.0,1448.752381,0.006060606,0.0,0.0,Other,2,3,2,Other,False,False,0,0,0,0,1,0,0,0,0
1319,0,0.0,0,0.0,96.5,0.0,0.0,0.0,Other,1,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1320,4,178.0,2,209.0,2777.666667,0.0,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1321,3,180.0,0,0.0,1436.5,0.0,27.75904925,0.0,2,2,Other,2,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
1322,2,107.3333333,0,0.0,224.0,0.0,0.0,0.0,Other,2,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1323,4,52.0,1,7.0,3087.0,0.003773585,16.94643793,0.0,2,2,3,8,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1326,0,0.0,2,46.0,546.0,0.0,0.0,0.0,2,6,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1327,1,4.0,0,0.0,1418.5,0.0,0.0,0.0,Other,1,Other,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1328,1,69.0,0,0.0,423.0,0.0,28.05094335,0.0,2,4,1,8,Other,False,True,0,0,0,0,1,0,0,0,0
1329,4,183.25,1,21.0,651.4,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1330,2,55.0,0,0.0,249.5,0.0,0.0,0.0,2,2,Other,2,Other,False,False,0,0,0,0,1,0,0,0,0
1331,0,0.0,0,0.0,337.0,0.045454545,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1333,0,0.0,0,0.0,1377.769697,0.0,92.4822063,0.0,2,2,Other,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1334,0,0.0,1,83.0,223.0,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1335,1,3.0,2,373.0,66.83333333,0.0,0.0,0.0,2,4,1,8,Other,False,False,0,0,0,0,1,0,0,0,0
1337,0,0.0,0,0.0,135.0,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1338,0,0.0,0,0.0,1166.72619,0.0,4.599,0.0,Other,1,1,3,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
1339,2,11.92307692,2,139.0,4099.737392,0.004117063,16.88069613,0.0,Other,2,1,2,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
1340,1,0.0,0,0.0,31.0,0.0,0.0,0.0,2,2,Other,10,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1341,1,8.0,1,101.0,205.9761905,0.015384615,0.0,0.0,2,4,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1342,1,7.0,7,141.0,1644.0,0.002150538,0.0,0.0,2,4,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1343,2,102.0,0,0.0,268.0,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1344,0,0.0,0,0.0,158.5,0.0,0.0,0.0,Other,1,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1345,1,7.0,0,0.0,298.0,0.0,0.0,0.0,Other,2,3,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1347,0,0.0,0,0.0,419.0,0.01300813,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1348,0,0.0,0,0.0,279.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1349,1,0.0,0,0.0,1286.688889,0.004545455,4.289292857,0.0,Other,2,1,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1350,1,74.0,0,0.0,1616.083333,0.004,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1352,0,0.0,0,0.0,655.7833333,0.003846154,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1354,3,67.0,0,0.0,353.0,0.0,0.0,0.0,2,2,3,2,Other,False,False,0,0,0,0,1,0,0,0,0
1355,0,0.0,0,0.0,27.0,0.0,0.0,0.0,Other,1,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1358,0,0.0,0,0.0,835.8333333,0.033333333,0.0,0.0,Other,1,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1360,0,0.0,0,0.0,22.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1361,2,136.6666667,1,9.5,1572.571429,0.0,0.0,0.0,Other,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1365,4,33.0,0,0.0,502.4583333,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1367,3,14.0,0,0.0,1424.928571,0.01,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1368,4,68.5,2,845.0,2448.784448,0.000374532,6.506831398,0.0,Other,1,Other,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1369,5,91.83333333,0,0.0,1480.666667,0.0,0.0,0.0,Other,1,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1371,0,0.0,0,0.0,236.0,0.0,0.0,0.0,Other,1,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1372,2,58.0,0,0.0,952.4345238,0.0,2.179730769,0.0,Other,2,Other,11,Returning_Visitor,True,True,0,0,0,0,1,0,0,0,0
1373,0,0.0,0,0.0,182.0,0.0,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1374,0,0.0,0,0.0,854.3333333,0.0,0.0,0.0,Other,1,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1375,0,0.0,0,0.0,39.0,0.0,0.0,0.0,2,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1376,0,0.0,0,0.0,1332.833333,0.014285714,0.0,0.0,2,5,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1377,5,89.75,0,0.0,467.9166667,0.011111111,0.0,0.0,Other,2,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1378,1,9.5,0,0.0,674.25,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1379,9,165.5,0,0.0,2207.391667,0.001724138,15.30003763,0.0,Other,1,Other,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1380,0,0.0,0,0.0,300.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1382,0,0.0,0,0.0,177.5,0.033333333,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1383,0,0.0,0,0.0,311.5,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1384,3,57.0,0,0.0,486.5166667,0.0,0.0,0.0,2,2,Other,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1385,0,0.0,1,255.0,1418.25,0.0,0.0,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1386,1,13.0,0,0.0,391.85,0.018055556,0.0,0.0,Other,2,Other,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1387,3,63.0,0,0.0,142.6666667,0.0,0.0,0.0,2,2,Other,2,Other,True,False,0,0,0,0,1,0,0,0,0
1388,3,134.0,0,0.0,1659.319697,0.0,62.34813701,0.0,Other,1,1,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1391,0,0.0,0,0.0,1560.601163,0.005172414,0.0,0.0,Other,1,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1392,2,34.0,0,0.0,1451.227362,0.003030303,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1393,4,67.07142857,0,0.0,2588.958333,0.0,0.0,0.0,Other,2,Other,8,Other,True,False,0,0,0,0,1,0,0,0,0
1395,0,0.0,0,0.0,80.0,0.0,0.0,0.0,Other,2,1,10,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1397,8,87.5,0,0.0,496.5833333,0.005405405,3.889459459,0.0,2,2,Other,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1398,1,22.0,0,0.0,678.2738095,0.0,0.0,0.0,Other,2,1,2,Other,False,False,0,0,0,0,1,0,0,0,0
1399,0,0.0,0,0.0,55.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1401,1,17.5,0,0.0,163.0,0.0,0.0,0.0,Other,2,1,2,Other,True,False,0,0,0,0,1,0,0,0,0
1402,0,0.0,0,0.0,286.5,0.0,0.0,0.0,Other,3,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1403,0,0.0,0,0.0,1395.258333,0.0,0.0,0.0,Other,1,1,9,Other,True,False,0,0,0,0,1,0,0,0,0
1404,1,14.0,0,0.0,90.0,0.0,0.0,0.0,2,2,Other,10,Other,False,False,0,0,0,0,1,0,0,0,0
1405,5,69.33333333,1,0.0,142.0,0.0,0.0,0.0,2,2,3,2,Other,False,False,0,0,0,0,1,0,0,0,0
1406,2,148.0,0,0.0,416.6666667,0.0,0.0,0.0,Other,2,Other,2,Other,True,False,0,0,0,0,1,0,0,0,0
1407,1,85.0,4,208.5,413.8,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1410,4,103.0,1,41.0,515.0,0.0,0.0,0.0,Other,2,3,6,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1411,0,0.0,0,0.0,392.0,0.007692308,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1413,2,33.0,0,0.0,1720.0,0.0,60.29018448,0.0,2,5,3,1,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1414,1,69.5,0,0.0,226.5,0.0,0.0,0.0,Other,2,1,13,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1416,7,77.5,0,0.0,192.9333333,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1417,4,171.0,0,0.0,745.3333333,0.00952381,0.0,0.0,2,2,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1418,2,94.0,0,0.0,97.0,0.0,0.0,0.0,Other,3,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1420,7,64.14285714,1,0.0,1409.809524,0.008695652,0.0,0.0,Other,2,3,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1421,0,0.0,0,0.0,448.5,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1422,0,0.0,0,0.0,73.75,0.033333333,0.0,0.0,Other,2,3,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1423,4,143.0,1,20.5,386.15,0.0,64.6,0.0,Other,1,Other,8,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1424,1,26.0,0,0.0,638.8333333,0.0,20.26155684,0.0,2,4,Other,2,Other,False,False,0,0,0,0,1,0,0,0,0
1426,1,10.0,0,0.0,660.8166667,0.0,0.0,0.0,2,4,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1427,4,118.0,3,67.0,1489.144444,0.004081633,0.0,0.0,Other,2,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1428,1,0.0,0,0.0,2270.833333,0.0,10.23187302,0.0,2,2,3,6,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1429,1,38.0,0,0.0,121.0,0.028571429,0.0,0.0,Other,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1430,0,0.0,0,0.0,296.0,0.0,0.0,0.0,2,5,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1431,3,124.0,0,0.0,0.0,0.0,0.0,0.0,Other,2,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1432,0,0.0,0,0.0,481.8333333,0.0,74.088,0.0,Other,1,1,2,Other,False,True,0,0,0,0,1,0,0,0,0
1433,2,117.0,0,0.0,309.9333333,0.0,0.0,0.0,2,2,Other,2,Other,False,False,0,0,0,0,1,0,0,0,0
1435,2,75.0,0,0.0,851.0,0.0,22.88908649,0.0,Other,1,1,2,Other,True,True,0,0,0,0,1,0,0,0,0
1438,0,0.0,0,0.0,88.33333333,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1439,2,94.0,0,0.0,893.1,0.0,0.0,0.0,2,4,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1441,2,45.0,0,0.0,535.3459596,0.007407407,0.0,0.0,2,4,3,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1442,3,60.83333333,0,0.0,884.6333333,0.021052632,0.0,0.0,2,2,3,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1443,0,0.0,0,0.0,24.0,0.0,0.0,0.0,Other,2,3,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1444,0,0.0,3,100.0,2175.993651,0.01,0.0,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1445,2,14.0,0,0.0,57.0,0.0,0.0,0.0,Other,2,Other,8,Other,False,False,0,0,0,0,1,0,0,0,0
1446,0,0.0,0,0.0,1028.116667,0.0,0.0,0.0,2,4,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1447,0,0.0,0,0.0,93.0,0.0,0.0,0.0,2,2,Other,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1448,8,182.6480519,6,291.5,1373.464719,0.001550388,14.322,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1449,8,154.2916667,0,0.0,991.3678571,0.005263158,10.93482456,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1450,0,0.0,0,0.0,1.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1451,0,0.0,0,0.0,147.25,0.028571429,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1454,0,0.0,0,0.0,1225.5,0.022222222,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1455,0,0.0,0,0.0,183.0,0.0,0.0,0.0,Other,1,1,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1456,0,0.0,0,0.0,250.8,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1457,2,17.0,1,105.0,148.25,0.02,0.0,0.0,Other,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1458,2,32.0,1,70.0,504.0833333,0.005714286,9.543060317,0.0,2,2,3,8,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1459,0,0.0,0,0.0,1650.416667,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1460,0,0.0,1,0.0,2743.216667,0.020689655,0.0,0.0,2,5,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1461,5,108.2,0,0.0,1288.533333,0.005263158,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1462,0,0.0,0,0.0,447.5,0.03,0.0,0.0,Other,2,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1465,2,37.0,0,0.0,17.0,0.0,0.0,0.0,Other,2,1,2,Other,True,False,0,0,0,0,1,0,0,0,0
1466,1,0.0,1,60.5,1038.916667,0.021276596,13.10326241,0.0,2,2,Other,1,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1467,0,0.0,0,0.0,249.5,0.005555556,0.0,0.0,2,7,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1468,5,65.0,2,34.0,1302.5,0.0,0.0,0.0,Other,1,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1469,0,0.0,0,0.0,172.5,0.01,0.0,0.0,2,2,3,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1470,6,143.1666667,0,0.0,925.947619,0.0,13.60512012,0.0,2,2,1,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1471,4,66.33333333,2,58.16666667,1524.702381,0.0,0.0,0.0,2,2,3,2,Other,True,False,0,0,0,0,1,0,0,0,0
1472,4,14.0,0,0.0,288.0,0.0125,0.0,0.0,Other,1,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1474,0,0.0,2,31.0,47.0,0.04,0.0,0.0,Other,1,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1476,0,0.0,0,0.0,63.0,0.0,0.0,0.0,Other,1,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1477,0,0.0,0,0.0,1476.3,0.007692308,0.0,0.0,2,2,3,8,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1478,0,0.0,0,0.0,685.0,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1479,5,102.5333333,0,0.0,2396.690316,0.002699055,15.03328131,0.0,2,5,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1480,0,0.0,0,0.0,451.8333333,0.028571429,0.0,0.0,Other,2,1,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1481,0,0.0,0,0.0,1512.52381,0.0,0.0,0.0,2,2,3,11,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1482,1,85.0,0,0.0,306.5,0.0,0.0,0.0,2,2,3,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1484,6,197.8,0,0.0,3332.293511,0.0,11.45469444,0.0,Other,1,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1485,1,63.0,1,0.0,2815.416667,0.0,0.0,0.0,2,2,3,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1486,3,31.5,0,0.0,956.5,0.0,0.0,0.0,2,2,1,13,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1487,7,81.25,0,0.0,1500.422543,0.014634146,39.03580426,0.0,2,4,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1488,0,0.0,0,0.0,2271.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1489,2,120.0,0,0.0,588.1666667,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1490,4,149.25,0,0.0,1212.809524,0.0,14.89210837,0.0,2,2,Other,2,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1491,5,172.2,0,0.0,792.7222222,0.0,261.4912857,0.0,2,2,1,8,Other,False,True,0,0,0,0,1,0,0,0,0
1493,0,0.0,0,0.0,5.0,0.0,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1494,1,19.0,0,0.0,525.2666667,0.0,0.0,0.0,Other,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1496,4,129.4166667,3,62.0,1770.625,0.004255319,0.0,0.0,2,5,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1499,0,0.0,0,0.0,4261.842857,0.002930403,0.0,0.0,Other,3,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1500,3,59.0,0,0.0,527.2083333,0.0,0.0,0.0,2,4,1,6,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1503,0,0.0,0,0.0,1733.666667,0.0,0.0,0.0,2,2,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1504,1,5.0,0,0.0,306.0,0.0,0.0,0.0,2,2,Other,8,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1505,0,0.0,0,0.0,62.0,0.0,0.0,0.0,Other,1,Other,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1506,0,0.0,0,0.0,5.0,0.0,0.0,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1507,0,0.0,0,0.0,198.5221501,0.001230769,0.0,0.0,Other,1,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1508,0,0.0,0,0.0,504.0,0.0,33.32796813,0.0,2,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1510,1,95.5,0,0.0,381.5,0.0,0.0,0.0,Other,1,3,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1511,6,129.75,0,0.0,1173.07,0.0,18.95323404,0.0,2,2,3,8,Other,True,True,0,0,0,0,1,0,0,0,0
1513,0,0.0,1,0.0,1928.0,0.008333333,0.0,0.0,2,5,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1514,0,0.0,0,0.0,83.0,0.04,0.0,0.0,2,2,1,13,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1516,2,24.42857143,7,278.1666667,2735.728571,0.002439024,8.631719512,0.0,2,5,Other,7,Returning_Visitor,False,True,0,0,0,0,1,0,0,0,0
1517,4,52.33333333,1,239.0,337.5,0.0,0.0,0.0,2,5,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1520,0,0.0,1,65.0,1728.321429,0.014285714,0.0,0.0,Other,1,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1521,0,0.0,0,0.0,255.0,0.0,0.0,0.0,Other,2,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1522,0,0.0,0,0.0,449.6,0.0,0.0,0.0,Other,2,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1523,1,27.5,0,0.0,243.6666667,0.0,0.0,0.0,Other,2,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1525,2,6.0,0,0.0,1503.25,0.001550388,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1527,2,31.5,0,0.0,402.5,0.0,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1528,5,46.0,1,17.0,1540.583333,0.0,10.84440741,0.0,2,2,Other,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1530,1,47.5,0,0.0,1330.3,0.0,0.0,0.0,2,4,Other,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1531,0,0.0,0,0.0,42.0,0.0,0.0,0.0,2,2,Other,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1532,0,0.0,0,0.0,360.75,0.0,0.0,0.0,2,4,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1533,3,48.33333333,0,0.0,245.5,0.014285714,0.0,0.0,Other,2,3,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1534,0,0.0,0,0.0,7.0,0.0,0.0,0.0,2,2,1,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1535,3,28.5,0,0.0,608.4166667,0.0,0.0,0.0,2,5,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1536,0,0.0,0,0.0,708.25,0.0,0.0,0.0,Other,1,1,3,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1537,1,30.0,0,0.0,157.5,0.0,0.0,0.0,2,2,3,3,Other,False,False,0,0,0,0,1,0,0,0,0
1538,2,16.0,0,0.0,1123.242857,0.006060606,11.12342124,0.0,2,2,3,13,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1539,0,0.0,0,0.0,926.6333333,0.011111111,0.0,0.0,2,2,Other,1,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1540,0,0.0,0,0.0,2808.666667,0.0,0.0,0.0,2,2,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1541,0,0.0,0,0.0,1685.266667,0.007692308,0.0,0.0,2,2,Other,3,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1542,1,10.0,1,0.0,2124.726768,0.002898551,0.0,0.0,2,2,Other,1,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1543,3,79.0,0,0.0,1272.916667,0.004878049,9.401136585,0.0,2,4,Other,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1544,2,18.0,0,0.0,474.5,0.0,0.0,0.0,Other,1,3,2,Returning_Visitor,True,False,0,0,0,0,1,0,0,0,0
1546,2,77.0,0,0.0,1607.297619,0.002272727,0.0,0.0,2,2,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1547,2,12.0,0,0.0,60.0,0.0,0.0,0.0,2,2,3,2,Other,True,False,0,0,0,0,1,0,0,0,0
1548,6,77.33333333,1,52.33333333,126.6666667,0.0,0.0,0.0,Other,1,1,2,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
1549,0,0.0,0,0.0,865.2777778,0.0,0.0,0.0,Other,1,1,10,Returning_Visitor,False,False,0,0,0,0,1,0,0,0,0
